id,name,phone,address,lat,lng,category,status,source
"xe247_1776744983485_214","Mercedes-Benz Vietnam Star","","2, Phố Ngô Quyền, Hoàn Kiếm, Hà Nội",21.0294921,105.8563448,"repair","pending","osm"
"xe247_1776744983485_215","Chưa có tên","","25, Đường Nguyễn Hoàng Tôn",21.0699483,105.8095989,"repair","pending","osm"
"xe247_1776744983485_216","Lexus Thăng Long","","",21.0188008,105.7826369,"repair","pending","osm"
"xe247_1776744983485_217","VinFast","","",21.0014659,105.8161696,"repair","pending","osm"
"xe247_1776744983485_218","Chưa có tên","","20, Đường Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.074298,105.7765395,"repair","pending","osm"
"xe247_1776744983485_219","Tiệm sửa xe","","105/Tân Nhuệ/Thụy Phương",21.0836418,105.7716781,"repair","pending","osm"
"xe247_1776744983485_220","Tiệm sửa xe","","117/Tân Nhuệ/Thụy Phương",21.0834199,105.7716865,"repair","pending","osm"
"xe247_1776744983485_221","Cửa hàng sửa xe","","69 Tân Phong/ Thụy Phương",21.0831381,105.7704981,"repair","pending","osm"
"xe247_1776744983485_222","Trung tâm Đăng kiểm xe cơ giới 29-10D","+8402432315999","",20.9804847,105.8634428,"repair","pending","osm"
"xe247_1776744983485_223","Mazda","+84904868686","1, Phố Mạc Thái Tông, Cầu Giấy, Hà Nội",21.0131529,105.7948731,"repair","pending","osm"
"xe247_1776744983485_224","Hyundai","","10, Phố Trung Kính, Cầu Giấy, Hà Nội",21.0136551,105.8002503,"repair","pending","osm"
"xe247_1776744983485_225","Chưa có tên","","2, Phố Trung Kính, Cầu Giấy, Hà Nội",21.0133958,105.80063,"repair","pending","osm"
"xe247_1776744983485_226","Peugeot","","",20.999704,105.8339845,"repair","pending","osm"
"xe247_1776744983485_227","Volvo","","7-9, Đường Nguyễn Văn Linh, Long Biên, Hà Nội",21.0509434,105.8924014,"repair","pending","osm"
"xe247_1776744983485_228","Trung tâm Đăng kiểm xe cơ giới 33-01S","","",20.949885,105.7498432,"repair","pending","osm"
"xe247_1776744983485_229","Toyota","","",21.0501068,105.8939137,"repair","pending","osm"
"xe247_1776744983485_230","Honda","+842462886868","Km9 Quốc lộ 1A, Hoàng Mai, Hà Nội",20.9615075,105.8428093,"repair","pending","osm"
"xe247_1776744983485_231","VinFast","","183, Phố Yên Lãng, Đống Đa, Hà Nội",21.0089889,105.8150141,"repair","pending","osm"
"xe247_1776744983485_232","Trung tâm Đăng kiểm xe cơ giới 29-27D","","",21.0520857,105.7829305,"repair","pending","osm"
"xe247_1776744983485_233","Honda Ôtô Mỹ Đình","","",21.0366236,105.7703758,"repair","pending","osm"
"xe247_1776744983485_234","Hyundai","","16A, Đường Phạm Hùng, Cầu Giấy, Hà Nội",21.03345,105.7795239,"repair","pending","osm"
"xe247_1776744983485_235","Trung tâm Đăng kiểm xe cơ giới 29-15D","","Km 21, Quốc lộ 1A, Thường Tín, Hà Nội",20.8576329,105.8699994,"repair","pending","osm"
"xe247_1776744983485_236","Nhất Huy Auto","","",21.0274869,105.7805424,"repair","pending","osm"
"xe247_1776744983485_237","Toyota Thăng Long","","",21.0357316,105.7933133,"repair","pending","osm"
"xe247_1776744983485_238","Porsche","+842462888911","",21.0504357,105.8849225,"repair","pending","osm"
"xe247_1776744983485_239","Trung tâm Đăng kiểm xe cơ giới 29-03V","+8402437660976","3, Đường Cầu Giấy",21.0279948,105.8039622,"repair","pending","osm"
"xe247_1776744983485_240","Trung tâm Đăng kiểm xe cơ giới 29-01S","+8402438585824","454, Đường Phạm Văn Đồng",21.070504,105.784802,"repair","pending","osm"
"xe247_1776744983485_241","Trung tâm Đăng kiểm xe cơ giới 29-02S","+8402438586821","",21.0956526,105.9262725,"repair","pending","osm"
"xe247_1776744983485_242","Trung tâm Đăng kiểm xe cơ giới 29-03S","+8402437858997","",21.0147543,105.7705457,"repair","pending","osm"
"xe247_1776744983485_243","Trung tâm Đăng kiểm xe cơ giới 29-01V","+8402436810440","",20.9085816,105.854094,"repair","pending","osm"
"xe247_1776744983485_244","Trung tâm Đăng kiểm xe cơ giới 29-02V","+8402438750285","",21.0124046,105.954821,"repair","pending","osm"
"xe247_1776744983485_245","Trung tâm Đăng kiểm xe cơ giới 29-05V","+8402435742757","49, Phố Đức Giang",21.0646213,105.893258,"repair","pending","osm"
"xe247_1776744983485_246","Trung tâm Đăng kiểm xe cơ giới 29-06V","","",20.9464813,105.8296234,"repair","pending","osm"
"xe247_1776744983485_247","Trung tâm Đăng kiểm xe cơ giới 29-07D","+8402439615888","",21.0912043,105.8999864,"repair","pending","osm"
"xe247_1776744983485_248","Trung tâm Đăng kiểm xe cơ giới 29-08D","+8402433660388","",21.059851,105.7261434,"repair","pending","osm"
"xe247_1776744983485_249","Trung tâm Đăng kiểm xe cơ giới 29-25D","+8402432033955","Phố Trần Vỹ",21.0424632,105.7726567,"repair","pending","osm"
"xe247_1776744983485_250","Trung tâm Đăng kiểm xe cơ giới 29-04V","+8402435251280","",21.1913956,105.7820169,"repair","pending","osm"
"xe247_1776744983485_251","Trung tâm Đăng kiểm xe cơ giới 29-11D","+8402433600678","",20.9100627,105.605075,"repair","pending","osm"
"xe247_1776744983485_252","Trung tâm Đăng kiểm xe cơ giới 29-13D","+8402435810489","",21.1766741,105.8389241,"repair","pending","osm"
"xe247_1776744983485_253","Trung tâm Đăng kiểm xe cơ giới 29-33D","","",21.0045103,105.632384,"repair","pending","osm"
"xe247_1776744983485_254","Trung tâm Đăng kiểm xe cơ giới 29-32D","","",20.9638876,105.874271,"repair","pending","osm"
"xe247_1776744983485_255","Trung tâm Đăng kiểm xe cơ giới 29-30D","","",20.9546853,105.7535371,"repair","pending","osm"
"xe247_1776744983485_256","Trung tâm Đăng kiểm xe cơ giới 29-29D","","",20.9599975,105.7981491,"repair","pending","osm"
"xe247_1776744983485_257","Trung tâm Đăng kiểm xe cơ giới 29-23D","","",20.9279443,105.6662684,"repair","pending","osm"
"xe247_1776744983485_258","Trung tâm Đăng kiểm xe cơ giới 29-22D","","",21.0854052,105.6700544,"repair","pending","osm"
"xe247_1776744983485_259","Honda Bắc Ninh","","",21.1672994,106.0490215,"repair","pending","osm"
"xe247_1776744983485_260","Hyundai Bắc Ninh","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1666817,106.0516657,"repair","pending","osm"
"xe247_1776744983485_261","Toyota Bắc Ninh","","Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.1661823,106.0486101,"repair","pending","osm"
"xe247_1776744983485_262","VinFast","","",21.0060327,105.7550291,"repair","pending","osm"
"xe247_1776744983485_263","VinFast","","",21.0057112,105.7545068,"repair","pending","osm"
"xe247_1776744983485_264","VinFast","","",20.9948325,105.868733,"repair","pending","osm"
"xe247_1776744983485_265","Kia Bắc Ninh","","9, Đường Lê Thái Tổ, Thành phố Bắc Ninh, Bắc Ninh",21.169469,106.0585298,"repair","pending","osm"
"xe247_1776744983485_266","Trung tâm đăng kiểm phương tiện GTVT Bắc Ninh - 9901S","","Đường Lý Thường Kiệt, Thành phố Bắc Ninh, Bắc Ninh",21.1939523,106.0803954,"repair","pending","osm"
"xe247_1776744983485_267","THACO AUTO BẮC NINH","","Đường Nguyễn Văn Cừ, Thành phố Bắc Ninh, Bắc Ninh",21.164571,106.0447822,"repair","pending","osm"
"xe247_1776744983485_268","Toyota Thái Hòa Từ Liêm","+842433549999","",20.9874891,105.7794994,"repair","pending","osm"
"xe247_1776744983485_269","Toyota Từ Sơn","","Đường Lý Thánh Tông, Thành phố Từ Sơn, Bắc Ninh",21.1103062,105.9830744,"repair","pending","osm"
"xe247_1776744983485_270","Kia Từ Sơn","","578, Đường Trần Phú, Thành phố Từ Sơn, Bắc Ninh",21.1118682,105.9476037,"repair","pending","osm"
"xe247_1776744983485_271","Hyundai Bắc Ninh - Chi nhánh Từ Sơn","","Đường Lý Thái Tổ, Thành phố Từ Sơn, Bắc Ninh",21.1099488,105.9602318,"repair","pending","osm"
"xe247_1776744983485_272","Cứu Hộ Lốp Lưu Động","+849815116660989775690","ĐT.385, Xã Lạc Đạo",20.9857381,106.0467204,"repair","pending","osm"
"xe247_1776744983485_273","Văn Tam Môtô","+84988352496","ĐT.385, Xã Lạc Đạo",20.9856918,106.0440416,"repair","pending","osm"
"xe247_1776744983485_274","Xưởng Ô Tô Đức Hiếu","","ĐT.385, Xã Lạc Đạo",20.98577,106.0433546,"repair","pending","osm"
"xe247_1776744983485_275","Chưa có tên","","",20.9427144,105.9575358,"repair","pending","osm"
"xe247_1776744983485_276","Chưa có tên","","",20.9428739,105.9574863,"repair","pending","osm"
"xe247_1776744983485_277","Chưa có tên","","",20.9442918,105.9568627,"repair","pending","osm"
"xe247_1776744983485_278","Chưa có tên","","",20.950598,105.952877,"repair","pending","osm"
"xe247_1776744983485_279","Chưa có tên","","",20.9508394,105.9524632,"repair","pending","osm"
"xe247_1776744983485_280","Chưa có tên","","",20.9516732,105.9513836,"repair","pending","osm"
"xe247_1776744983485_281","PAC - Trung tâm dịch vụ Ô tô","","",21.075616,105.8962356,"repair","pending","osm"
"xe247_1776744983485_282","Long Biên Ford","","",21.0529925,105.8908486,"repair","pending","osm"
"xe247_1776744983485_283","Omoda & Jaecoo","","",21.0525426,105.8909767,"repair","pending","osm"
"xe247_1776744983485_284","MG Long Biên","","",21.0523993,105.8910786,"repair","pending","osm"
"xe247_1776744983485_285","Wearnes","","",21.0522481,105.8911863,"repair","pending","osm"
"xe247_1776744983485_286","VW Long Biên","","",21.0520077,105.8913552,"repair","pending","osm"
"xe247_1776744983485_287","Wuling","","",21.0518081,105.8914908,"repair","pending","osm"
"xe247_1776744983485_288","Hyundai Long Biên","","",21.0516139,105.891623,"repair","pending","osm"
"xe247_1776744983485_289","Geely Long Biên","","",21.051359,105.891799,"repair","pending","osm"
"xe247_1776744983485_290","Mitsubishi An Dân","","",21.0544509,105.8897228,"repair","pending","osm"
"xe247_1776744983485_291","VinFast Nguyễn Văn Linh","","1, Đường Nguyễn Văn Linh, Long Biên, Hà Nội",21.0547903,105.8895392,"repair","pending","osm"
"xe247_1776744983485_292","Garage Thanh Hùng","+84982949728","Đường tỉnh 385, Xã Lạc Đạo",20.985756,106.0409818,"repair","pending","osm"
"xe247_1776744983485_293","Chưa có tên","","",20.9682938,105.8684269,"repair","pending","osm"
"xe247_1776744983485_294","Ông xe","","Đường tỉnh 385, Xã Lạc Đạo",20.9853978,106.0379214,"repair","pending","osm"
"xe247_1776744983485_295","Toyota","","",20.9664961,105.8459966,"repair","pending","osm"
"xe247_1776744983485_296","Xưởng dịch vụ VinFast Phan Trọng Tuệ","","",20.9528322,105.818462,"repair","pending","osm"
"xe247_1776744983485_297","Chưa có tên","","",10.5295775,106.4350247,"repair","pending","osm"
"xe247_1776744983485_298","Chưa có tên","","",10.5389859,106.4064863,"repair","pending","osm"
"xe247_1776744983485_299","Rửa Xe Thay Nhớt Bơm Hơi","","",10.530057,106.4157075,"repair","pending","osm"
"xe247_1776744983485_300","Chưa có tên","","",10.5306817,106.4300504,"repair","pending","osm"
"xe247_1776744983485_301","Sửa Xe Thành Tài","","",10.5294921,106.435394,"repair","pending","osm"
"xe247_1776744983485_302","Sửa Xe Thành Lộc","","",10.5375714,106.4213415,"repair","pending","osm"
"xe247_1776744983485_303","Sửa Xe Châu","","",10.5307018,106.4296459,"repair","pending","osm"
"xe247_1776744983485_304","Chưa có tên","","",10.5392073,106.4068126,"repair","pending","osm"
"xe247_1776744983485_305","Sửa Xe Tấn Phát","","",10.5309406,106.4243214,"repair","pending","osm"
"xe247_1776744983485_306","Bike & Motobike repair","","",10.5334661,106.404184,"repair","pending","osm"
"xe247_1776744983485_307","Chưa có tên","","",10.5380468,106.4202134,"repair","pending","osm"
"xe247_1776744983485_308","Chưa có tên","","",10.5398163,106.4080133,"repair","pending","osm"
"xe247_1776744983485_309","Cửa Hàng Xe Ô Tô Audi","","",10.7850846,106.703525,"repair","pending","osm"
"xe247_1776744983485_310","Cửa Hàng Xe Ô Tô Mitsubishi","","",10.8136663,106.6664827,"repair","pending","osm"
"xe247_1776744983485_311","Mercedes-Benz","","811-813, Nguyễn Văn Linh",10.728241,106.7144727,"repair","pending","osm"
"xe247_1776744983485_312","Mercedes - Benz Vietnam","","",10.837231,106.6544445,"repair","pending","osm"
"xe247_1776744983485_313","Chưa có tên","","",10.7412412,106.7213471,"repair","pending","osm"
"xe247_1776744983485_314","Công Ty TNHH Ô Tô Isuzu","","",10.8387724,106.6482944,"repair","pending","osm"
"xe247_1776744983485_315","Cửa Hàng Xe Ô Tô Chevrolet","","",10.8009143,106.731978,"repair","pending","osm"
"xe247_1776744983485_316","Cty yfy","","",10.8033492,106.5070288,"repair","pending","osm"
"xe247_1776744983485_317","Hãng xe honda","","",10.8460729,106.7788582,"repair","pending","osm"
"xe247_1776744983485_318","Hãng xe Yamaha","","",10.8458441,106.7788893,"repair","pending","osm"
"xe247_1776744983485_319","Hoàng Sửa Xe Đạp","","Quốc lộ 13 cũ",10.8633726,106.7212999,"repair","pending","osm"
"xe247_1776744983485_320","Đại Lý Toyota Lý Thường Kiêt","+84901818818","151a, Lý Thường Kiệt, Tan Binh, Ho Chi Minh City",10.7738617,106.6574248,"repair","pending","osm"
"xe247_1776744983485_321","Chưa có tên","","",10.8492827,106.8100492,"repair","pending","osm"
"xe247_1776744983485_322","Nhà","","076/a, dt 747",11.0578435,106.7946465,"repair","pending","osm"
"xe247_1776744983485_323","Chưa có tên","","",10.8050914,106.6367341,"repair","pending","osm"
"xe247_1776744983485_324","Công Ty TNHH Tiên Phong Auto","","",10.8316405,106.6757427,"repair","pending","osm"
"xe247_1776744983485_325","Ô Tô Trung Hải","","",10.7593878,106.6793807,"repair","pending","osm"
"xe247_1776744983485_326","Style Motorbikes","","368, Võ Văn Kiệt",10.7600962,106.694363,"repair","pending","osm"
"xe247_1776744983485_327","Motorbike repair","","",10.7646451,106.6985181,"repair","pending","osm"
"xe247_1776744983485_328","Sửa Xe Trọng","","Nguyễn Hữu Thọ",10.7325423,106.7001952,"repair","pending","osm"
"xe247_1776744983485_329","Chưa có tên","","",10.7559491,106.6829624,"repair","pending","osm"
"xe247_1776744983485_330","Chưa có tên","","",10.7442307,106.675817,"repair","pending","osm"
"xe247_1776744983485_331","P'home","","Tập đoàn 4",10.6276308,106.657393,"repair","pending","osm"
"xe247_1776744983485_332","Cửa Hàng Xe Ô Tô Ford","","Võ Chí Công",10.7597935,106.7656291,"repair","pending","osm"
"xe247_1776744983485_333","Cửa Hàng Ô Tô Subaru","","",10.7969962,106.6734118,"repair","pending","osm"
"xe247_1776744983485_334","Nhà Phân Phối Dầu Nhớt Minh Giang","+84944086788","69/3, Đường D2",10.8033482,106.7151182,"repair","pending","osm"
"xe247_1776744983485_335","Xí nghiệp dịch vụ ô tô an phú","+84962552529","45, Nguyễn Quý Cảnh",10.7971176,106.7372049,"repair","pending","osm"
"xe247_1776744983485_336","Sửa Xe Hoàng Long","","",10.7882661,106.6608069,"repair","pending","osm"
"xe247_1776744983485_337","Chưa có tên","","",10.7882517,106.660986,"repair","pending","osm"
"xe247_1776744983485_338","Cửa Hàng Sửa Xe Ô Tô Ngọc","","107/2, Bành Văn Trân, Quận Tân Bình, Thành phố Hồ Chí Minh",10.7883116,106.6581415,"repair","pending","osm"
"xe247_1776744983485_339","Sửa Xe Thanh Tùng","","167, Bùi Thị Xuân, Quận Tân Bình, Thành phố Hồ Chí Minh",10.7955684,106.6640469,"repair","pending","osm"
"xe247_1776744983485_340","Chưa có tên","","13, Nguyễn Thiện Thuật, Binh Thanh, Ho Chi Minh City",10.8054463,106.6990707,"repair","pending","osm"
"xe247_1776744983485_341","Toyota","","",10.7600526,106.68789,"repair","pending","osm"
"xe247_1776744983485_342","Lexus","","291, Trần Hưng Ðạo",10.7597939,106.6875635,"repair","pending","osm"
"xe247_1776744983485_343","Tổng Công Ty Ô Tô Miền Nam","+84943339798","68, Quốc lộ 1A",10.8612399,106.6870614,"repair","pending","osm"
"xe247_1776744983485_344","MITSUBISHI","","",10.8737203,106.7470145,"repair","pending","osm"
"xe247_1776744983485_345","Cửa Hàng Xe Ô Tô Ford","","",10.7704235,106.6814941,"repair","pending","osm"
"xe247_1776744983485_346","Chưa có tên","","",10.7868152,106.6997138,"repair","pending","osm"
"xe247_1776744983485_347","Sửa Xe Tay Ga - Đường Cao Đạt","","",10.7537108,106.6804033,"repair","pending","osm"
"xe247_1776744983485_348","Tiệm sửa xe Tuấn Tài","+84960000000","42, Đường Hòa Bình",10.7672842,106.6410835,"repair","pending","osm"
"xe247_1776744983485_349","Honda Ôtô Long An - Tân An","+84919178128","86 tuyến tránh, Quốc lộ 1",10.5503897,106.3981084,"repair","pending","osm"
"xe247_1776744983485_350","Bentley","","",10.7949361,106.7216079,"repair","pending","osm"
"xe247_1776744983485_351","Ford","","",10.7692549,106.6961707,"repair","pending","osm"
"xe247_1776744983485_352","Chưa có tên","","",10.765518,106.6928144,"repair","pending","osm"
"xe247_1776744983485_353","Chưa có tên","","",10.7582559,106.6762786,"repair","pending","osm"
"xe247_1776744983485_354","Chưa có tên","","",10.7585892,106.6770385,"repair","pending","osm"
"xe247_1776744983485_355","Chưa có tên","","",10.7587544,106.6770771,"repair","pending","osm"
"xe247_1776744983485_356","Chưa có tên","","",10.7586572,106.6771996,"repair","pending","osm"
"xe247_1776744983485_357","Chưa có tên","","",10.758699,106.6773388,"repair","pending","osm"
"xe247_1776744983485_358","Chưa có tên","","",10.7590663,106.6778547,"repair","pending","osm"
"xe247_1776744983485_359","Chưa có tên","","",10.7594861,106.6788996,"repair","pending","osm"
"xe247_1776744983485_360","Chưa có tên","","",10.759536,106.6790206,"repair","pending","osm"
"xe247_1776744983485_361","Chưa có tên","","",10.7597033,106.6798638,"repair","pending","osm"
"xe247_1776744983485_362","Chưa có tên","","",10.7601401,106.6804625,"repair","pending","osm"
"xe247_1776744983485_363","Chưa có tên","","",10.7602029,106.6806877,"repair","pending","osm"
"xe247_1776744983485_364","Chưa có tên","","",10.7605012,106.6814551,"repair","pending","osm"
"xe247_1776744983485_365","M AUTO","","",10.7607802,106.6828383,"repair","pending","osm"
"xe247_1776744983485_366","Chưa có tên","","",10.7599042,106.6804002,"repair","pending","osm"
"xe247_1776744983485_367","Chưa có tên","","",10.7597837,106.6795247,"repair","pending","osm"
"xe247_1776744983485_368","Chưa có tên","","",10.7612188,106.6776732,"repair","pending","osm"
"xe247_1776744983485_369","Chưa có tên","","",10.7919972,106.677129,"repair","pending","osm"
"xe247_1776744983485_370","Chưa có tên","","",10.7643207,106.6981035,"repair","pending","osm"
"xe247_1776744983485_371","Bảo Dưỡng Xe Infiniti","","",10.7856369,106.6881901,"repair","pending","osm"
"xe247_1776744983485_372","Chưa có tên","","",10.7614723,106.6755361,"repair","pending","osm"
"xe247_1776744983485_373","Honda Ô Tô Cộng Hoà","","",10.8013257,106.6559297,"repair","pending","osm"
"xe247_1776744983485_374","VW","","",10.8091389,106.6344511,"repair","pending","osm"
"xe247_1776744983485_375","Chưa có tên","","",10.8289839,106.6235722,"repair","pending","osm"
"xe247_1776744983485_376","Chưa có tên","","",10.8023754,106.6441293,"repair","pending","osm"
"xe247_1776744983485_377","Mini","","",10.7679295,106.6875615,"repair","pending","osm"
"xe247_1776744983485_378","Sửa Xe Bảy Sơn","","",10.7821037,106.6793957,"repair","pending","osm"
"xe247_1776744983485_379","Bike repair","","",10.7875024,106.7416481,"repair","pending","osm"
"xe247_1776744983485_380","Chưa có tên","","701, Đường Kinh Dương Vương",10.7287532,106.6085319,"repair","pending","osm"
"xe247_1776744983485_381","Honda","","Đường 3 Tháng 2",10.7636204,106.6592458,"repair","pending","osm"
"xe247_1776744983485_382","Chưa có tên","","",10.7777144,106.6712753,"repair","pending","osm"
"xe247_1776744983485_383","Công Ty TNHH Xuân Cầu - Đại lý Piaggio","","143C, Phan Đăng Lưu, Quận Phú Nhuận, Ho Chi Minh City",10.8021552,106.6835819,"repair","pending","osm"
"xe247_1776744983485_384","Cửa Hàng Tuấn Thành Motor","","555, Xô Viết Nghệ Tĩnh, Quận Bình Thạnh",10.8098449,106.7121544,"repair","pending","osm"
"xe247_1776744983485_385","Cửa Hàng Xe Ô Tô Ferrari","","21, Đường Số 7, Quận 7",10.7518354,106.7302978,"repair","pending","osm"
"xe247_1776744983485_386","Cửa Hàng BMW Phú Nhuận","","80, Nguyễn Văn Trỗi, Phú Nhuận",10.7960798,106.6750101,"repair","pending","osm"
"xe247_1776744983485_387","Toyota Bến Thành","","",10.7616837,106.6957721,"repair","pending","osm"
"xe247_1776744983485_388","Chưa có tên","","",10.8012236,106.7445732,"repair","pending","osm"
"xe247_1776744983485_389","Cửa Hàng Xe Ô Tô Jaguar Land Rover","","101, Tôn Dật Tiên, Quận 7, Ho Chi Minh City",10.7294206,106.7193255,"repair","pending","osm"
"xe247_1776744983485_390","Tiệm Sửa Xe Thành Long","","",10.8247389,106.7143915,"repair","pending","osm"
"xe247_1776744983485_391","Sửa Xe Hải","","",10.8521617,106.6559585,"repair","pending","osm"
"xe247_1776744983485_392","Cửa Hàng Xe Thể Thao Biker Sport","","",10.8503414,106.6563393,"repair","pending","osm"
"xe247_1776744983485_393","Honda Ôtô Sài Gòn Quận 7","","",10.7276021,106.6937807,"repair","pending","osm"
"xe247_1776744983485_394","Mazda Trường Chinh","","",10.8140961,106.6321691,"repair","pending","osm"
"xe247_1776744983485_395","Auto DFM Vietnam - Ngã Tư Bình Phước","","",10.8643779,106.7239518,"repair","pending","osm"
"xe247_1776744983485_396","KIA - Bình Tân","","",10.7197866,106.6076785,"repair","pending","osm"
"xe247_1776744983485_397","Huyndai Bình Dương - Ngã Tư Địa Chất","","",10.9668727,106.6828443,"repair","pending","osm"
"xe247_1776744983485_398","Porsche Sài Gòn","","",10.7514919,106.7335662,"repair","pending","osm"
"xe247_1776744983485_399","Sửa xe Hoàng Tuấn","","50, Đường Thạnh Lộc 15, 12, Hồ Chí Minh",10.8636337,106.6851339,"repair","pending","osm"
"xe247_1776744983485_400","Chưa có tên","","",10.8037343,106.6426118,"repair","pending","osm"
"xe247_1776744983485_401","Motor 2K","","",10.7452417,106.6298508,"repair","pending","osm"
"xe247_1776744983485_402","HAI NAM - AUTO store","","",10.7364154,106.7205445,"repair","pending","osm"
"xe247_1776744983485_403","Oto Mitsubishi","","322, Đường Nguyễn Văn Linh",10.7405475,106.7214146,"repair","pending","osm"
"xe247_1776744983485_404","Mazda and Kia Services","","",10.8310403,106.7137923,"repair","pending","osm"
"xe247_1776744983485_405","TQT Auto Workshop","+84977476777","629, Đỗ Xuân Hợp, Quận 9, Thành phố Thủ Đức",10.8048202,106.7781593,"repair","pending","osm"
"xe247_1776744983485_406","Kia Motors","","80, Nguyễn Văn Trỗi, Phú Nhuận",10.7963197,106.6746478,"repair","pending","osm"
"xe247_1776744983485_407","Toyota Phú Mỹ Hưng","","",10.7276084,106.6940979,"repair","pending","osm"
"xe247_1776744983485_408","Mercedes-Benz","","32, Đường Tân Thắng, Quận Tân Phú, Thành phố Hồ Chí Minh",10.7999786,106.6147282,"repair","pending","osm"
"xe247_1776744983485_409","Cửa Hàng BMW Phũ Mỹ Hưng","","314, Nguyễn Văn Linh, Quận 7, Thành phố Hồ Chí Minh",10.7411061,106.7213432,"repair","pending","osm"
"xe247_1776744983485_410","Mitsubishi Nam Auto","","1355, Đường Huỳnh Tấn Phát",10.7160972,106.7370849,"repair","pending","osm"
"xe247_1776744983485_411","Aston Martin Ho Chi Minh","+84969587070","Lô 1A-DVTM, Đường Số 7, 7, Phường Tân Thuận Đông",10.7511901,106.7322133,"repair","pending","osm"
"xe247_1776744983485_412","Honda","","",10.8086818,106.6187554,"repair","pending","osm"
"xe247_1776744983485_413","Honda","","",10.8082559,106.6179946,"repair","pending","osm"
"xe247_1776744983485_414","Toyota","","",10.8068853,106.6258618,"repair","pending","osm"
"xe247_1776744983485_415","Toyota","","",10.8069122,106.6255936,"repair","pending","osm"
"xe247_1776744983485_416","Subaru","","Subaru quận 7 - Lô TH-1A, đường số 7, KCX Tân Thuận,, Quận 7",10.7515794,106.7356575,"repair","pending","osm"
"xe247_1776744983485_417","Phụ tùng Kỳ Tân Phú","+84902790186","14, Đường Phạm Văn Xảo, Quận Tân Phú, Hồ Chí Minh",10.7824462,106.6221599,"repair","pending","osm"
"xe247_1776744983485_418","Hicar Thủ Đức II","","",10.8380713,106.829774,"repair","pending","osm"
"xe247_1776744983485_419","Chưa có tên","","",11.1066973,106.6111587,"repair","pending","osm"
"xe247_1776744983485_420","Dán phim cách nhiệt ô tô NanoX HCM","+84777888797","2, Đường số 34, P. Hiệp Bình Phước, TP. Thủ Đức, TP. Hồ Chí Minh",10.8459813,106.7103503,"repair","pending","osm"
"xe247_1776744983485_421","Tiến Phát","","",10.7763675,106.7514166,"repair","pending","osm"
"xe247_1776744983485_422","Hòang Car Care","","",10.7754911,106.7504746,"repair","pending","osm"
"xe247_1776744983485_423","Vespa Thanh Do","","137",10.7562138,106.7054586,"repair","pending","osm"
"xe247_1776744983485_424","Garage Tấn Đạt","","",10.7811584,106.7532975,"repair","pending","osm"
"xe247_1776744983485_425","Hải Tâm","","",10.7915642,106.667222,"repair","pending","osm"
"xe247_1776744983485_426","Garage Car Plus","","",10.7800694,106.7550652,"repair","pending","osm"
"xe247_1776744983485_427","H2 Auto Spa","","",10.7783024,106.7552504,"repair","pending","osm"
"xe247_1776744983485_428","HL Auto","","",10.7781227,106.755062,"repair","pending","osm"
"xe247_1776744983485_429","Bốt sửa xe chú Minh Cô Đơn","","Đường Lê Quý Đôn",10.8830764,106.8008429,"repair","pending","osm"
"xe247_1776744983485_430","Honda Head","","",10.9661335,106.4924191,"repair","pending","osm"
"xe247_1776744983485_431","Việt Tiệp Motor Center","","818, An Dương Vương",10.753136,106.6243836,"repair","pending","osm"
"xe247_1776744983485_432","Vinfast","","",10.8024973,106.7415343,"repair","pending","osm"
"xe247_1776744983485_433","Chưa có tên","","",10.8087472,106.7091565,"repair","pending","osm"
"xe247_1776744983485_434","Sửa Xe Út","+84938120627","",10.7531118,106.6248558,"repair","pending","osm"
"xe247_1776744983485_435","Rồng Xanh - bơm béc dầu","+84901333888","01, Võ Thị Liễu, Hồ Chí Minh",10.8542226,106.7002368,"repair","pending","osm"
"xe247_1776744983485_436","Chưa có tên","","",10.8425594,106.6147028,"repair","pending","osm"
"xe247_1776744983485_437","Chưa có tên","","",10.8412987,106.6134887,"repair","pending","osm"
"xe247_1776744983485_438","GAC MOTOR Bình Tân","+84976304700","59J, Võ Văn Kiệt, Phường An Lạc",10.7229195,106.6134401,"repair","pending","osm"
"xe247_1776744983485_439","Mercedes-Benz","","",10.7514572,106.7328117,"repair","pending","osm"
"xe247_1776744983485_440","Ford Tân Thuận","","",10.7514494,106.7340953,"repair","pending","osm"
"xe247_1776744983485_441","Tiệm sửa xe Sang Lộc","","27A, Thạnh Lộc 19",10.8676488,106.6818986,"repair","pending","osm"
"xe247_1776744983485_442","Tiệm sửa xe Garage Vui","","242, Hà Huy Giáp",10.8668895,106.6797812,"repair","pending","osm"
"xe247_1776744983485_443","Garage Phong Điện Lạnh","+84902968235","217, Đặng Thùy Trâm, Quận Bình Thạnh, Thành phố Hồ Chí Minh",10.8320886,106.7011019,"repair","pending","osm"
"xe247_1776744983485_444","Tiệm sửa xe","","308, Thạnh Lộc 13, Phường An Phú Đông",10.8698123,106.6824023,"repair","pending","osm"
"xe247_1776744983485_445","Tiệm sửa xe máy Mười","","229, Thạnh Lộc 13, Phường An Phú Đông",10.8698804,106.6822782,"repair","pending","osm"
